codigo_curso,nombre_curso,catedratico,auxiliar
462,ELECTRICIDAD Y ELECTRONICA BASICA,MARIO ALBERTO REYES CALDERÓN,xxx
502,REFRIGERACION Y AIRE ACONDICIONADO,LUIS ALFREDO ASTURIAS ZUNIGA,xxx
504,MOTORES DE COMBUSTION INTERNA,BYRON GIOVANNI PALACIOS COLINDRES,xxx
510,INSTALACIONES MECANICAS,PABLO RODOLFO ZUÑIGA RAMIREZ,xxx
520,PROCESOS DE MANUFACTURA 1,LUIS EDUARDO CORONADO NOJ,xxx
532,VIBRACIONES,FREDY MAURICIO MONROY PERALTA,xxx
969,TELECOMUNICACIONES Y REDES LOCALES,JOSÉ RODRIGO DE LEÓN VELÁSQUEZ,xxx
799,SEMINARIO DE INVESTIGACION,DIANA ORALIA SALGUERO ESPANA,xxx
1,ETICA PROFESIONAL,ROGELIO ALFREDO SALAZAR DE LEON,xxx
5,TECNICAS DE ESTUDIO E INVESTIGACION,EDUARDO MARTIN RIVERA PÉREZ,xxx
8,IDIOMA TECNICO 2,SORAYA DEL ROSARIO MARTINEZ SUM,FATIMA SOFIA JUAREZ SORIA
9,IDIOMA TECNICO 3,CARLOS LEONEL MUÑOZ LEMUS,xxx
17,AREA SOCIAL HUMANISTICA 1,ANA VELA CASTRO MELLADO,MARIANA ABUGARADE SCHIPPERS
18,FILOSOFIA DE LA CIENCIA,ROGELIO ALFREDO SALAZAR DE LEON,FRANCISCO ERNESTO CARVAJAL CASTILLO
19,AREA SOCIAL HUMANISTICA 2,HILDA MYRIAM MÉNDEZ CASTILLO DE AVILA,FRANCISCO ERNESTO CARVAJAL CASTILLO
27,BIOLOGIA,PABLO ENRIQUE MORALES PANIAGUA,xxx
30,GEOGRAFIA,ALAN GIOVANI COSILLO PINTO,xxx
69,AREA TECNICA COMPLEMENTARIA 1,JUAN ALBERTO ORTIZ ESTURBAN,CATHERIN ELOISA FUENTES GÓMEZ
74,DIBUJO CONSTRUCTIVO PARA INGENIERIA,ANDREA SUSANA LÓPEZ RAMÍREZ,YOLANDA ELIZABETH SILVESTRE SANDOVAL
90,PROGRAMACION DE COMPUTADORAS 1,HERMAN IGOR VELIZ LINARES,xxx
101,AREA MATEMATICA BASICA 1,RAMON BENJAMIN PIEDRASANTA BATZ,ERICK DANIEL CHAJON GALVEZ
103,AREA MATEMATICA BASICA 2,GLENDA PATRICIA GARCIA SORIA,WALTER SAUL OSORIO LEIVA
107,AREA MATEMATICA INTERMEDIA 1,ARTURO RODRIGO SAMAYOA DARDON,JENNIFER ELIZABETH MUÑOZ CALDERÓN
112,AREA MATEMATICA INTERMEDIA 2,CARLOS ALBERTO GARRIDO LOPEZ,WALTER SAUL OSORIO LEIVA
114,AREA MATEMATICA INTERMEDIA 3,ERICKA JOHANA CANO DIAZ,ALEXANDER ABIMAEL SANAN FRANCO
116,MATEMATICA APLICADA 3,JOSE ALFONSO VELASQUEZ DIAZ,EDGARD ABRAHAM GARCÍA CUTZ
118,MATEMATICA APLICADA 1,JOSE ALFONSO VELASQUEZ DIAZ,EDGARD ABRAHAM GARCÍA CUTZ
123,MATEMATICA APLICADA 5,LUIS CARLOS BOLANOS MENDEZ,ANGEL REGINALDO CORDERO MELARA
147,FISICA BASICA,OSWALDO ROMEO ESCOBAR ALVAREZ,HECTOR MAURICIO CACERES LARA
152,FISICA 2,CARLOS ANTONIO CAJAS VIDAURRE,JISHAR LEVÍ ALVARADO VELASQUEZ
154,FISICA 3,WALTER GIOVANNI ALVAREZ MARROQUIN,MYNOR DAVID RAMÍREZ ORELLANA
170,MECANICA ANALITICA 1,OSWALDO ROMEO ESCOBAR ALVAREZ,DANIEL ANTULIO CAMEY MARTÍNEZ
281,SISTEMAS OPERATIVOS 1,JESUS ALBERTO GUZMAN POLANCO,xxx
283,ANALISIS Y DISE\O DE SISTEMAS 1,WILLIAM SAMUEL GUEVARA ORELLANA,xxx
285,SISTEMAS OPERATIVOS 2,EDGAR RENE ORNELIS HOIL,xxx
314,CONCRETO ARMADO 1,YEFRY VALENTIN ROSALES JUAREZ,JOSSELINE JESSENIA GARCÍA PAREDES
318,CIMENTACIONES 1,OMAR ENRIQUE MEDRANO MENDEZ,xxx
352,QUIMICA 2,FRANCISCO ABEN ROSALES CEREZO,xxx
380,FISICO QUIMICA 1,ANA RUFINA HERRERA SOTO,xxx
382,FISICO QUIMICA 2,WILLIAM EDUARDO FAGIANI CRUZ,LESLY JOHANA RUÍZ MARROQUÍN
386,LABORATORIO DE FISICO QUIMICA 1,ANA RUFINA HERRERA SOTO,LESLY JOHANA RUÍZ MARROQUÍN
388,LABORATORIO DE FISICO QUIMICA 2,JULIO DAVID VARGAS GARCIA,LESLY JOHANA RUÍZ MARROQUÍN
392,TERMODINAMICA 2,ROBERTO GUZMAN ORTIZ,xxx
394,TERMODINAMICA 3,ANA RUFINA HERRERA SOTO,LESLY JOHANA RUÍZ MARROQUÍN
410,BALANCE DE MASA Y ENERGIA,ORLANDO POSADAS VALDEZ,xxx
412,FLUJO DE FLUIDOS,PABLO ENRIQUE MORALES PANIAGUA,xxx
428,LABORATORIO DE INGENIERIA QUIMICA 1,JORGE EMILIO GODINEZ LEMUS,ERVIN HUMBERTO LÓPEZ DE LEÓN
430,LABORATORIO DE INGENIERIA QUIMICA 2,MANUEL GILBERTO GALVAN ESTRADA,ERVIN HUMBERTO LÓPEZ DE LEÓN
450,GEOLOGIA,CARLA DEYANIRA GORDILLO DE MARCHENA,ANGELA GABRIEL ROSAS RUBIO
452,CIENCIA DE LOS MATERIALES,AURELIA ANABELA CORDOVA ESTRADA,xxx
601,INVESTIGACION DE OPERACIONES I,AURELIA ANABELA CORDOVA ESTRADA,CARLOS ANTONIO CASTELLANOS IRUNGARAY
608,INTROD DE PROYECTOS GERENCIALES,HUGO LEONEL ALVARADO DE LEON,xxx
610,INFORMATICA,YESSENIA JANIRA MARROQUÍN MARTÍNEZ,xxx
630,INGENIERIA DE LA PRODUCCION,ALBERTO EULALIO HERNANDEZ GARCIA,xxx
632,INGENIERIA DE PLANTAS,JOSE ROLANDO CHAVEZ SALAZAR,xxx
636,DISE\O PARA LA PRODUCCION,ALBERTO EULALIO HERNANDEZ GARCIA,xxx
637,DISEÑO INDUSTRIAL,JOSE ROLANDO CHAVEZ SALAZAR,xxx
638,CONTROLES INDUSTRIALES,JULIO  OSWALDO ROJAS  ARGUETA,xxx
640,CONTROL DE LA PRODUCCION,MARIA MARTHA WOLFORD E. DE HERNANDEZ,xxx
642,SEGURIDAD E HIGIENE INDUSTRIAL,LAURA ROSMERY BRIONES ZELADA,xxx
650,CONTABILIDAD 1,EDWIN JOSUE IXPATA REYES,xxx
652,CONTABILIDAD 2,ELMER DIONICIO SUC CHOCOOJ,xxx
654,CONTABILIDAD 3,YOCASTA  IVANOBLA ORTIZ DEL CID,xxx
656,ADMINISTRACION DE EMPRESAS 1,JOSE ANTONIO CAMBARA GODOY,xxx
658,ADMINISTRACION DE PERSONAL,RENATO ISAAC RIVERA PEREZ,xxx
660,MERCADOTECNIA 1,OSCAR APARICIO SEGURA MONZON,xxx
662,LEGISLACION 1,OSCAR APARICIO SEGURA MONZON,xxx
663,LEGISLACION AMBIENTAL 1,MARIA ALEJANDRA MA VILLATORO,xxx
665,MICROECONOMIA,NORA LEONOR GARCIA TOBAR,xxx
